536.6	428
536.6	433
536.6	1082
536.6	1099
536.6	1100
536.64	328
536.64	449
536.64	1011
536.64	1035
536.68	399
536.68	412
536.68	441
536.68	1050
536.72	320
536.72	396
536.72	415
536.76	352
536.76	385
536.76	418
536.8	342
536.8	394
536.8	451
536.8	1123
536.8	1131
536.88	1120
536.92	345
537	319
537	354
537	370
537	426
537	995
537	1126
537.04	306
537.04	351
537.08	417
537.08	992
537.08	1142
537.12	349
537.12	374
537.12	413
537.16	422
537.2	361
537.2	387
537.2	1105
537.2	1125
537.24	322
537.24	432
537.24	471
537.28	378
537.28	393
537.32	395
537.32	447
537.32	1104
537.36	312
537.36	339
537.36	377
537.36	388
537.36	1044
537.4	348
537.4	398
537.4	443
537.4	1146
537.44	373
537.48	409
537.48	1137
537.52	335
537.52	344
537.52	430
537.52	434
537.52	1094
537.56	382
537.6	404
537.6	1052
537.64	304
537.64	383
537.68	284
537.72	300
537.72	303
537.72	311
537.72	313
537.72	337
537.76	338
537.8	301
537.8	389
537.84	367
537.84	1019
537.84	1029
537.84	1081
537.88	334
537.92	363
537.96	305
538.04	1127
538.04	1149
538.12	274
538.16	251
538.16	1114
538.2	358
538.28	259
538.28	1000
538.32	375
538.4	410
538.44	364
538.44	439
538.52	384
538.52	1124
538.56	283
538.56	372
538.64	390
538.64	1118
538.68	957
538.68	1132
538.72	1083
538.76	326
538.84	336
538.88	280
538.88	1021
538.88	1147
538.92	222
538.92	1078
538.96	327
538.96	1092
539	1056
539.04	1140
539.12	1016
539.2	1097
539.24	316
539.28	254
539.28	1032
539.32	1090
539.4	1015
539.52	1005
539.56	990
539.56	1047
539.6	1031
539.64	1075
539.72	1074
539.8	296
539.8	975
539.8	1109
539.92	660
539.92	1080
539.96	675
539.96	941
540.08	1098
540.12	314
540.12	667
540.2	255
540.2	673
540.24	1025
540.28	1001
540.32	658
540.32	662
540.32	696
540.36	657
540.36	676
540.36	682
540.4	663
540.4	669
540.4	677
540.4	679
540.4	684
540.4	687
540.4	697
540.44	656
540.44	668
540.44	680
540.44	686
540.44	698
540.48	318
540.48	650
540.52	988
540.56	665
540.56	674
540.56	690
540.56	695
540.6	672
540.6	678
540.64	655
540.64	671
540.64	681
540.64	688
540.64	961
540.68	654
540.68	666
540.72	692
540.72	693
540.72	948
540.76	683
540.76	691
540.8	292
540.8	651
540.8	653
540.8	659
540.8	694
540.84	616
540.84	620
540.84	661
540.84	699
540.88	397
540.88	645
540.88	664
540.92	689
540.96	652
541	309
541	621
541	685
541	1070
541.04	600
541.04	964
541.08	613
541.08	648
541.08	1084
541.12	602
541.12	622
541.12	625
541.12	631
541.12	633
541.12	670
541.12	1095
541.12	1136
541.16	644
541.2	606
541.2	615
541.2	643
541.24	604
541.24	607
541.24	612
541.24	629
541.28	1040
541.32	634
541.32	637
541.36	601
541.36	638
541.36	1115
541.4	570
541.4	617
541.4	1039
541.44	550
541.44	626
541.44	630
541.44	635
541.44	646
541.44	647
541.44	1139
541.48	610
541.48	627
541.48	974
541.48	1116
541.52	603
541.52	605
541.52	628
541.52	642
541.56	608
541.56	609
541.56	639
541.6	1130
541.64	611
541.64	1102
541.64	1122
541.68	632
541.68	641
541.72	559
541.72	636
541.76	619
541.76	1013
541.76	1046
541.76	1121
541.8	580
541.8	623
541.8	923
541.8	1038
541.84	614
541.84	640
541.84	649
541.88	1065
541.88	1135
541.92	591
541.92	1128
541.96	553
541.96	983
541.96	1068
541.96	1079
542	587
542	624
542.04	564
542.04	1037
542.08	571
542.08	576
542.08	618
542.08	1148
542.12	562
542.12	1106
542.16	577
542.2	551
542.2	583
542.2	1086
542.24	315
542.24	1143
542.28	560
542.28	581
542.28	597
542.28	1054
542.28	1110
542.28	1112
542.32	565
542.32	575
542.32	1077
542.36	1051
542.4	552
542.4	554
542.4	555
542.4	578
542.4	963
542.4	1091
542.4	1138
542.44	569
542.44	572
542.44	594
542.48	567
542.48	996
542.52	596
542.52	1133
542.56	1076
542.6	566
542.6	568
542.6	574
542.6	590
542.6	595
542.64	558
542.64	582
542.64	584
542.68	1002
542.68	1101
542.72	563
542.72	1129
542.76	586
542.76	1007
542.76	1055
542.8	557
542.8	573
542.8	1062
542.8	1103
542.84	593
542.84	1107
542.88	585
542.88	1073
542.92	966
542.96	561
542.96	579
543	588
543	1117
543.04	592
543.04	1006
543.04	1113
543.12	1026
543.2	541
543.2	589
543.2	1064
543.24	527
543.24	903
543.24	1085
543.28	523
543.28	998
543.28	1108
543.32	599
543.32	1144
543.36	1145
543.4	556
543.4	945
543.48	543
543.52	1119
543.56	878
543.56	947
543.56	984
543.56	1071
543.6	598
543.64	1096
543.72	526
543.76	518
543.76	1041
543.8	508
543.84	535
543.84	1100
543.84	1111
543.88	501
543.88	906
543.88	951
543.92	510
543.92	1011
543.92	1126
544	513
544	1088
544.04	506
544.04	1141
544.08	514
544.08	520
544.08	1123
544.12	1093
544.12	1099
544.16	521
544.2	500
544.2	1020
544.2	1061
544.2	1125
544.28	502
544.28	516
544.32	546
544.32	1060
544.32	1067
544.32	1089
544.36	1087
544.4	1035
544.4	1057
544.4	1131
544.44	532
544.44	537
544.44	967
544.44	1137
544.48	1082
544.52	512
544.52	1053
544.56	530
544.6	1063
544.64	1059
544.72	989
544.72	1066
544.72	1094
544.72	1104
544.72	1105
544.76	529
544.76	1027
544.76	1146
544.84	539
544.84	1024
544.88	536
544.92	507
544.92	515
544.96	1069
544.96	1120
545	985
545.08	1142
545.16	509
545.16	981
545.16	1004
545.2	937
545.28	965
545.28	977
545.28	1030
545.32	548
545.32	1029
545.32	1081
545.32	1149
545.4	547
545.48	1045
545.52	933
545.56	531
545.6	533
545.6	545
545.6	1114
545.64	986
545.68	991
545.76	992
545.88	1127
545.92	864
545.96	519
545.96	931
545.96	995
546	867
546.04	970
546.08	1000
546.08	1124
546.12	902
546.12	1042
546.16	1132
546.2	927
546.24	944
546.24	1043
546.28	1052
546.28	1083
546.32	901
546.36	542
546.36	916
546.4	517
546.4	1118
546.48	962
546.48	1134
546.56	1048
546.56	1050
546.6	505
546.6	511
546.6	522
546.6	957
546.6	1056
546.6	1147
546.64	968
546.64	1019
546.68	934
546.72	960
546.8	939
546.84	1003
546.84	1090
547	898
547	1044
547.04	667
547.08	549
547.12	660
547.16	990
547.16	1021
547.16	1097
547.2	1140
547.24	679
547.24	1092
547.28	1016
547.32	958
547.4	1078
547.4	1109
547.44	657
547.44	673
547.44	1005
547.44	1072
547.48	680
547.48	969
547.48	1031
547.48	1032
547.56	538
547.56	696
547.56	1008
547.6	676
547.6	1074
547.64	663
547.64	669
547.64	682
547.64	687
547.68	650
547.68	672
547.68	917
547.72	662
547.72	678
547.72	697
547.72	698
547.72	975
547.76	656
547.76	658
547.76	671
547.76	910
547.76	1047
547.8	668
547.8	686
547.84	1034
547.88	677
547.88	684
547.88	1075
547.96	681
547.96	919
547.96	1098
548	1080
548.04	690
548.04	1136
548.08	695
548.08	994
548.12	665
548.16	654
548.16	655
548.16	674
548.16	1022
548.2	652
548.24	683
548.24	688
548.24	1012
548.28	651
548.28	1015
548.32	653
548.32	659
548.32	699
548.32	859
548.32	1116
548.36	1001
548.4	692
548.44	661
548.44	1122
548.48	689
548.48	1025
548.52	616
548.56	620
548.56	694
548.56	1115
548.6	666
548.6	670
548.64	693
548.68	645
548.68	664
548.68	952
548.68	1014
548.68	1121
548.72	691
548.72	949
548.76	621
548.76	685
548.76	988
548.84	959
548.84	1102
548.84	1130
548.92	600
548.92	941
548.96	1017
548.96	1095
549	1135
549.04	613
549.08	625
549.08	1139
549.16	1128
549.28	631
549.28	648
549.32	943
549.32	1070
549.32	1106
549.36	602
549.36	634
549.36	1110
549.4	1143
549.44	1138
549.44	1148
549.56	550
549.56	961
549.56	1079
549.6	622
549.6	627
549.6	908
549.64	948
549.64	1107
549.68	615
549.68	633
549.72	1023
549.72	1046
549.76	954
549.76	1009
549.76	1051
549.76	1084
549.76	1091
549.76	1103
549.8	612
549.8	638
549.8	644
549.8	1013
549.8	1112
549.84	609
549.84	1040
549.84	1133
549.88	607
549.88	978
549.92	922
549.92	964
549.92	1065
549.96	971
550	629
550.04	905
550.16	610
550.16	628
550.16	983
550.16	1101
550.2	617
550.2	974
550.24	636
550.24	899
550.28	639
550.28	643
550.32	642
550.32	980
550.32	993
550.32	1054
550.36	647
550.44	606
550.44	1039
550.48	987
550.48	1129
550.52	632
550.52	851
550.56	611
550.6	649
550.64	570
550.64	950
550.68	603
550.68	604
550.68	624
550.72	1037
550.72	1038
550.76	601
550.76	605
550.76	626
550.76	1145
550.88	1007
550.92	1068
551	571
551	623
551	635
551	1073
551	1096
551	1108
551.04	963
551.08	637
551.08	1002
551.12	1071
551.12	1117
551.12	1126
551.12	1144
551.16	630
551.16	1062
551.16	1119
551.2	640
551.2	923
551.2	1086
551.24	924
551.28	1076
551.36	903
551.36	1064
551.36	1100
551.4	646
551.4	885
551.44	966
551.48	918
551.48	1011
551.48	1125
551.52	608
551.56	1113
551.6	1111
551.68	1026
551.68	1123
551.72	1085
551.76	553
551.76	1137
551.84	1077
552.08	1055
552.12	1099
552.16	1061
552.2	877
552.24	614
552.28	1094
552.32	1035
552.32	1104
552.36	999
552.4	1088
552.4	1141
552.48	849
552.48	945
552.48	1146
552.6	914
552.6	1082
552.64	967
552.64	1131
552.68	1041
552.72	1105
552.76	947
552.76	1060
552.84	1006
552.88	906
553.04	854
553.04	1029
553.08	951
553.08	996
553.12	979
553.12	1066
553.16	1149
553.24	1081
553.28	1049
553.32	619
553.32	998
553.32	1089
553.36	1059
553.36	1093
553.4	840
553.44	618
553.44	1114
553.64	878
553.68	984
553.68	1067
553.76	1020
553.76	1142
553.92	981
554.04	1132
554.08	977
554.12	865
554.16	856
554.2	991
554.24	1120
554.24	1124
554.28	936
554.28	1027
554.36	1069
554.4	576
554.4	1083
554.48	1000
554.48	1063
554.52	886
554.52	985
554.52	989
554.6	1127
554.68	911
554.76	1057
554.76	1058
554.8	866
554.84	937
554.88	1028
554.92	1056
555.04	1090
555.08	1053
555.12	1118
555.12	1147
555.24	1045
555.28	957
555.32	965
555.36	933
555.4	1030
555.4	1043
555.44	990
555.52	992
555.6	1003
555.64	1048
555.68	1004
555.76	931
555.76	1109
555.96	916
556	944
556.08	1097
556.12	970
556.2	901
556.2	927
556.2	929
556.24	1005
556.28	1074
556.28	1140
556.36	864
556.4	1042
556.4	1098
556.44	1016
556.44	1031
556.44	1052
556.44	1092
556.48	975
556.48	1072
556.52	1134
556.56	934
556.56	939
556.56	1021
556.6	920
556.64	867
556.64	1087
556.76	995
556.8	962
556.8	1034
556.92	852
556.92	893
557	955
557	1080
557.08	1075
557.12	1032
557.32	902
557.36	883
557.36	958
557.36	1078
557.48	1012
557.56	859
557.56	1001
557.64	1019
557.72	1095
557.76	1047
557.88	1022
557.96	960
558	1008
558.04	952
558.12	909
558.12	969
558.16	869
558.16	926
558.16	988
558.2	1025
558.32	910
558.56	956
558.76	853
558.8	863
558.8	1013
558.8	1046
558.92	1050
559	994
559	1070
559.32	876
559.32	959
559.36	907
559.44	1065
559.56	919
559.56	1017
559.8	874
559.92	941
559.96	1015
560.08	983
560.12	908
560.12	1007
560.16	861
560.2	1033
560.36	1084
560.44	980
560.56	971
560.8	891
560.92	912
561.04	882
561.16	974
561.24	851
561.36	904
561.44	924
561.56	966
561.56	978
561.6	903
561.68	1113
561.92	1062
562	982
562.08	870
562.16	942
562.16	1023
562.2	1002
562.28	1026
562.48	964
562.64	943
563.04	1076
563.4	997
563.6	854
563.64	889
564.12	1086
564.48	899
564.56	1068
565.32	1066
565.36	921
565.44	972
565.92	936
566.04	866
566.2	954
566.4	1018
567.76	1039
568.04	811
568.44	846
569.56	858
570.36	828
571.12	885
571.72	950
571.84	928
573.28	953
582.08	1036
