533.56	660
533.72	673
533.76	662
533.8	675
533.8	684
533.84	658
533.88	669
533.88	677
533.88	686
533.92	666
533.92	667
533.92	1009
533.96	656
533.96	682
533.96	687
533.96	693
533.96	696
533.96	697
534	668
534	674
534	676
534	695
534.04	657
534.04	663
534.04	691
534.04	698
534.08	665
534.08	681
534.12	606
534.12	645
534.12	650
534.12	654
534.12	655
534.12	688
534.12	690
534.16	604
534.16	622
534.16	631
534.16	672
534.16	679
534.16	680
534.2	637
534.2	643
534.2	651
534.2	664
534.2	683
534.2	692
534.24	621
534.24	629
534.24	644
534.24	648
534.24	659
534.24	661
534.24	671
534.24	694
534.28	601
534.28	602
534.28	616
534.28	620
534.28	653
534.28	678
534.32	570
534.32	594
534.32	608
534.32	641
534.32	689
534.36	580
534.36	607
534.36	633
534.36	1139
534.4	600
534.4	613
534.4	615
534.4	626
534.4	630
534.4	635
534.4	699
534.44	559
534.44	603
534.44	605
534.44	625
534.44	646
534.48	591
534.48	610
534.48	612
534.48	685
534.52	597
534.52	619
534.52	634
534.52	642
534.56	638
534.56	647
534.56	670
534.6	614
534.6	617
534.6	628
534.64	551
534.64	587
534.64	632
534.64	652
534.68	562
534.68	595
534.68	627
534.68	1115
534.72	550
534.72	553
534.72	581
534.72	583
534.72	609
534.72	623
534.72	639
534.76	552
534.76	564
534.76	575
534.76	577
534.76	611
534.76	1136
534.8	560
534.84	555
534.84	567
534.84	590
534.88	554
534.88	565
534.88	576
534.88	618
534.92	558
534.92	636
534.92	640
534.92	649
534.96	557
534.96	566
534.96	569
534.96	573
534.96	578
535	513
535	563
535	585
535	589
535.08	521
535.08	546
535.08	572
535.08	579
535.08	593
535.08	598
535.08	624
535.12	568
535.12	571
535.12	584
535.16	586
535.16	588
535.16	596
535.2	526
535.24	527
535.24	541
535.24	1079
535.28	523
535.28	599
535.28	1130
535.32	501
535.32	556
535.32	574
535.32	1024
535.36	514
535.36	516
535.36	582
535.4	510
535.4	1054
535.4	1128
535.4	1135
535.44	1102
535.44	1116
535.52	520
535.52	592
535.52	1122
535.56	512
535.56	518
535.56	525
535.6	508
535.6	1148
535.68	530
535.68	535
535.68	1087
535.72	531
535.72	561
535.76	507
535.76	532
535.8	500
535.8	509
535.8	1091
535.84	515
535.84	533
535.84	955
535.88	506
535.88	524
535.88	539
535.92	502
535.96	529
535.96	1121
536	519
536.04	517
536.04	537
536.04	542
536.04	543
536.04	549
536.08	548
536.08	1051
536.12	1112
536.16	1106
536.2	503
536.2	547
536.32	504
536.4	540
536.44	534
536.44	1110
536.48	1143
536.56	536
536.6	538
536.68	1073
536.8	1138
536.84	488
536.84	544
536.84	1133
537	1129
537.04	1101
537.12	1117
537.16	474
537.2	522
537.28	458
537.28	505
537.32	484
537.32	1103
537.36	498
537.4	511
537.44	1085
537.48	462
537.48	485
537.56	545
537.6	489
537.6	528
537.6	1107
537.64	482
537.64	1064
537.68	463
537.72	454
537.72	1108
538.04	1119
538.08	1144
538.12	1093
538.12	1145
538.2	1071
538.44	1057
538.44	1123
538.48	493
